,,,,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:37:54 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.083975299999999,-77.04843199999999,27,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:38:13 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.05,-77.05,-1,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:38:13 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.05,-77.05,-1,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:38:44 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.0839821,-77.0484299,27,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:38:44 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.0839755,-77.04843280000001,27,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:38:59 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.05,-77.05,-1,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:38:59 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,9f8d9ded11da0b863b70b8563a71a2f,-12.0539821,-77.0484299,77.05,-1,Chrome 50 (50.0.2661.102),hrome 50 (50.0.2661.102),false,Windows 10,indows 10truetrue,ttp://localhost/index.html,6/3/2016 2:39:26 PM,1920 x 1080,1920 x 989
http://localhost/index.html,6/3/2016 2:39:26 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.0839755,-77.04843280000001,27,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:39:37 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.05,-77.05,-1,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:39:37 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.05,-77.05,-1,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:40:23 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.0839755,-77.04843280000001,27,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:40:23 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.05,-77.05,-1,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:40:30 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.0839755,-77.04843280000001,27,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:40:30 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.0839821,-77.0484299,27,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:40:45 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.05,-77.05,-1,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:40:45 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.05,-77.05,-1,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:40:50 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.0839755,-77.04843280000001,27,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:40:50 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.0839821,-77.0484299,27,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:41:05 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.05,-77.05,-1,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:41:05 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.0839821,-77.0484299,27,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:41:39 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.05,-77.05,-1,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:41:39 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.05,-77.05,-1,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:41:47 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.0839755,-77.04843280000001,27,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/index.html,6/3/2016 2:41:47 PM,1920 x 1080,1920 x 989
a9f8d9ded11da0b863b70b8563a71a2f,-12.05,-77.05,-1,Chrome 50 (50.0.2661.102),false,Windows 10,true,http://localhost/cfup.html,6/3/2016 2:41:52 PM,1920 x 1080,1920 x 989
